title,id,weight,width,height,depth
"Szafa wisząca dwudzielna 19"" 6U, 600x400+150 IP 54, ściany boczne pełne, drzwi z szybą, zewnętrzna, RAL 7035",19-6069SWKD19-6U-40-DS-Z,"11,00","600,00","335,00","550,00"
"Szafa wisząca dwudzielna 19"" 6U, 600x600+150 IP 54, ściany boczne pełne, drzwi pełne, wewnętrzna, RAL 7035",19-6070SWKD19-6U-60-DP-W,"35,00","600,00","335,00","750,00"
"Szafa wisząca dwudzielna 19"" 6U, 600x600+150 IP 54, ściany boczne pełne, drzwi pełne, zewnętrzna, RAL 7035",19-6071SWKD19-6U-60-DP-Z,"13,00","600,00","335,00","750,00"
"Szafa wisząca dwudzielna 19"" 6U, 600x600+150 IP 54, ściany boczne pełne, drzwi z szybą, wewnętrzna, RAL 7035",19-6072SWKD19-6U-60-DS-W,"35,00","600,00","335,00","750,00"
"Szafa wisząca dwudzielna 19"" 6U, 600x600+150 IP 54, ściany boczne pełne, drzwi z szybą, zewnętrzna, RAL 7035",19-6073SWKD19-6U-60-DS-Z,"13,00","600,00","335,00","750,00"
"Szafa wisząca dwudzielna 19"" 9U, 600x400+150 IP 54, ściany boczne pełne, drzwi pełne, wewnętrzna, RAL 7035",19-6074SWKD19-9U-40-DP-W,"0,00","600,00","470,00","550,00"
"Szafa wisząca dwudzielna 19"" 9U, 600x400+150 IP 54, ściany boczne pełne, drzwi pełne, zewnętrzna, RAL 7035",19-6075SWKD19-9U-40-DP-Z,"14,00","600,00","470,00","550,00"
"Szafa wisząca dwudzielna 19"" 9U, 600x400+150 IP 54, ściany boczne pełne, drzwi z szybą, wewnętrzna, RAL 7035",19-6076SWKD19-9U-40-DS-W,"0,00","600,00","470,00","550,00"
"Szafa wisząca dwudzielna 19"" 9U, 600x400+150 IP 54, ściany boczne pełne, drzwi z szybą, zewnętrzna, RAL 7035",19-6077SWKD19-9U-40-DS-Z,"14,00","600,00","470,00","550,00"
"Szafa wisząca dwudzielna 19"" 9U, 600x600+150 IP 54, ściany boczne pełne, drzwi pełne, wewnętrzna, RAL 7035",19-6078SWKD19-9U-60-DP-W,"0,00","600,00","470,00","750,00"
"Szafa wisząca dwudzielna 19"" 9U, 600x600+150 IP 54, ściany boczne pełne, drzwi pełne, zewnętrzna, RAL 7035",19-6079SWKD19-9U-60-DP-Z,"15,00","600,00","470,00","750,00"
"Szafa wisząca dwudzielna 19"" 9U, 600x600+150 IP 54, ściany boczne pełne, drzwi z szybą, wewnętrzna, RAL 7035",19-6080SWKD19-9U-60-DS-W,"0,00","600,00","470,00","750,00"
"Szafa wisząca dwudzielna 19"" 9U, 600x600+150 IP 54, ściany boczne pełne, drzwi z szybą, zewnętrzna, RAL 7035",19-6081SWKD19-9U-60-DS-Z,"15,00","600,00","470,00","750,00"
"Szafa wisząca 10"" 4Ux310x300 mm IP 30, drzwi pełne, RAL 9005",19-7000SZW-10-4U-30-DP-C,"5,00","310,00","265,00","300,00"
"Szafa wisząca 10"" 4Ux310x300 mm IP 30, drzwi pełne, RAL 7035",19-7001SZW-10-4U-30-DP-S,"5,00","310,00","265,00","300,00"
"Szafa wisząca 10"" 4Ux310x300 mm IP 30, drzwi z szybą, RAL 9005",19-7002SZW-10-4U-30-DS-C,"5,00","310,00","265,00","300,00"
"Szafa wisząca 10"" 4Ux310x300 mm IP 30, drzwi z szybą, RAL 7035",19-7003SZW-10-4U-30-DS-S,"5,00","310,00","265,00","300,00"
"Szafa wisząca 10"" 6Ux310x300 mm IP 30, drzwi pełne, RAL 9005",19-7004SZW-10-6U-30-DP-C,"6,00","310,00","355,00","300,00"
"Szafa wisząca 10"" 6Ux310x300 mm IP 30, drzwi pełne, RAL 7035",19-7005SZW-10-6U-30-DP-S,"6,00","310,00","355,00","300,00"
"Szafa wisząca 10"" 6Ux310x300 mm IP 30, drzwi z szybą, RAL 9005",19-7006SZW-10-6U-30-DS-C,"6,00","310,00","355,00","300,00"
"Szafa wisząca 10"" 6Ux310x300 mm IP 30, drzwi z szybą, RAL 7035",19-7007SZW-10-6U-30-DS-S,"6,00","310,00","355,00","300,00"
"Szafa wisząca 10"" 9Ux310x300 mm IP 30, drzwi pełne, RAL 7035",19-7008SZW-10-9U-30-DP-B,"7,00","310,00","490,00","300,00"
"Szafa wisząca 10"" 9Ux310x300 mm IP 30, drzwi z szybą, RAL 9005",19-7010SZW-10-9U-30-DS-C,"7,00","310,00","490,00","300,00"
"Szafa wisząca 10"" 9Ux310x300 mm IP 30, drzwi z szybą, RAL 7035",19-7011SZW-10-9U-30-DS-S,"7,00","310,00","490,00","300,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux600x1000 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9000WR19-24U-610-DP-S,"101,00","600,00","1 240,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux600x1000, osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9001WR19-24U-610-DS-S,"106,00","600,00","1 240,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux600x600 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9002WR19-24U-66-DP-S,"79,00","600,00","1 240,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux600x600 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9003WR19-24U-66-DS-S,"83,00","600,00","1 240,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux600x800 osłona pełna, boki zdejmowane, drzwi pełne  Ral 7035",19-9004WR19-24U-68-DP-S,"88,00","600,00","1 240,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux600x800 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9005WR19-24U-68-DS-S,"92,00","600,00","1 240,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux800x1000 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9006WR19-24U-810-DP-S,"116,00","800,00","1 240,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux800x1000 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9007WR19-24U-810-DS-S,"122,00","800,00","1 240,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux800x600 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9008WR19-24U-86-DP-C,"90,00","800,00","1 240,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux800x600 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9009WR19-24U-86-DS-S,"94,00","800,00","1 240,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux800x800 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9010WR19-24U-88-DP-S,"103,00","800,00","1 240,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 24Ux800x800 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9011WR19-24U-88-DS-S,"109,00","800,00","1 240,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux600x1000 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9012WR19-32U-610-DP-S,"121,00","600,00","1 596,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux600x1000 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9013WR19-32U-610-DS-S,"127,00","600,00","1 596,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux600x600 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9014WR19-32U-66-DP-S,"95,00","600,00","1 596,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux600x600 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9015WR19-32U-66-DS-S,"100,00","600,00","1 596,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux600x800 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9016WR19-32U-68-DP-S,"104,00","600,00","1 596,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux600x800 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9017WR19-32U-68-DS-S,"110,00","600,00","1 596,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux800x1000 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9018WR19-32U-810-DP-S,"137,00","800,00","1 596,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux800x1000 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9019WR19-32U-810-DS-S,"144,00","800,00","1 596,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux800x600 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9020WR19-32U-86-DP-S,"108,00","800,00","1 596,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux800x600 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9021WR19-32U-86-DS-S,"122,00","800,00","1 596,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux800x800 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9022WR19-32U-88-DP-S,"128,00","800,00","1 596,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 32Ux800x800 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9023WR19-32U-88-DS-S,"128,00","800,00","1 596,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 600x1000 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9024WR19-42U-610-DP-S,"141,00","600,00","2 040,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 600x1000 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9025WR19-42U-610-DS-S,"148,00","600,00","2 040,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 600x600 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9026WR19-42U-66-DS-S,"116,00","600,00","2 040,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 600x600 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9027WR19-42U-66-DS-S,"116,00","600,00","2 040,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 600x800 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9028WR19-42U-68-DP-S,"121,00","600,00","2 040,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 600x800 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9029WR19-42U-68-DS-S,"127,00","600,00","2 040,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 800x1000 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9030WR19-42U-810-DP-S,"158,00","800,00","2 040,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 800x1000 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9031WR19-42U-810-DS-S,"166,00","800,00","2 040,00","1 050,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 800x1200 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-0037WR19-42U-812-DP-S,"176,00","800,00","2 040,00","1 250,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 800x1200 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9036WR19-42U-812-DS-S,"183,00","800,00","2 040,00","1 250,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 800x600 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9032WR19-42U-86-DP-S,"125,00","800,00","2 040,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 800x600 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9033WR19-42U-86-DS-S,"132,00","800,00","2 040,00","650,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 800x800 osłona pełna, boki zdejmowane, drzwi pełne Ral 7035",19-9034WR19-42U-88-DP-S,"141,00","800,00","2 040,00","850,00"
"Szafa stojąca pyłoszczelna IP 54 42Ux 800x800 osłona pełna, boki zdejmowane, drzwi szyba Ral 7035",19-9035WR19-42U-88-DS-S,"148,00","800,00","2 040,00","850,00"
